date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:03:06	83/83	---M--	200	added ('OK')	text/plain	etag:%2234009cdfc1c49bf178eed4d29fc08885-ssl%22	https://saurabhpatil.netlify.app/robots.txt		(from )
15:03:06	45699/45699	---MCZ	200	added ('OK')	text/html	etag:%224b9da4cb5a96686ccfff18bc8691f367-ssl-df%22	https://saurabhpatil.netlify.app/	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/index.html	(from )
15:03:07	11118/11118	---M--	200	added ('OK')	image/png	etag:%2230960fe4a78355e53578b681250682f1-ssl%22	https://saurabhpatil.netlify.app/src/png/main-favicon.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/main-favicon.png	(from https://saurabhpatil.netlify.app/)
15:03:07	45/45	---M--	302	error ('Found')	text/plain	date:Tue,%2008%20Apr%202025%2009:33:08%20GMT	https://unpkg.com/aos@next/dist/aos.css	C:/My%20Web%20Sites/portfolio/unpkg.com/aos@next/dist/aos.1.delayed	(from https://saurabhpatil.netlify.app/)
15:03:08	28765/28765	---MCZ	200	added ('OK')	text/css	date:Sun,%2006%20Apr%202025%2003:29:03%20GMT	https://unpkg.com/aos@3.0.0-beta.6/dist/aos.css	C:/My%20Web%20Sites/portfolio/unpkg.com/aos@3.0.0-beta.6/dist/aos.css	(from https://saurabhpatil.netlify.app/)
15:03:09	40392/40392	---MCZ	200	added ('OK')	text/css	etag:%22b7df6e3eb4275bd355e897fa7769238b-ssl-df%22	https://saurabhpatil.netlify.app/style.css	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/style.css	(from https://saurabhpatil.netlify.app/)
15:03:11	33581/33581	---M--	200	added ('OK')	image/png	etag:%2299f028ea2b8bda5cd94917c76e87f416-ssl%22	https://saurabhpatil.netlify.app/src/png/nav-avatar.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/nav-avatar.png	(from https://saurabhpatil.netlify.app/)
15:03:12	5028049/5028049	---M--	200	added ('OK')	audio/mpeg	etag:%22f9a051fbdc42079436b4b25ca90a6a07-ssl%22	https://saurabhpatil.netlify.app/src/mp3/preloader.mp3	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/mp3/preloader.mp3	(from https://saurabhpatil.netlify.app/)
15:03:15	7610/7610	---M--	200	added ('OK')	image/png	etag:%22a5f0b384b83ac5513513bb4f013b3fcb-ssl%22	https://saurabhpatil.netlify.app/src/png/JavaLogo.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/JavaLogo.png	(from https://saurabhpatil.netlify.app/)
15:03:16	6908/6908	---M--	200	added ('OK')	image/png	etag:%22049394fc71563bcf20a66e3a410e4d86-ssl%22	https://saurabhpatil.netlify.app/src/png/SalesforceLogo.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/SalesforceLogo.png	(from https://saurabhpatil.netlify.app/)
15:03:16	2890/2890	---M--	200	added ('OK')	image/png	etag:%22fd0022f5937da76b366347cfda89f244-ssl%22	https://saurabhpatil.netlify.app/src/png/githublogo.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/githublogo.png	(from https://saurabhpatil.netlify.app/)
15:03:17	4356205/4356205	---M--	200	added ('OK')	image/png	etag:%220cccc96cc816baf74b9d65f30cc5c8c6-ssl%22	https://saurabhpatil.netlify.app/src/webp/Saurabh.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/webp/Saurabh.png	(from https://saurabhpatil.netlify.app/)
15:03:19	2670/2670	---M--	200	added ('OK')	image/png	etag:%2243b487e3b638dc181335d09247aa44f1-ssl%22	https://saurabhpatil.netlify.app/src/png/htmllogo.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/htmllogo.png	(from https://saurabhpatil.netlify.app/)
15:03:19	2538/2538	---M--	200	added ('OK')	image/png	etag:%222b9f83ce1f7eb625104e676dd6786755-ssl%22	https://saurabhpatil.netlify.app/src/png/csslogo.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/csslogo.png	(from https://saurabhpatil.netlify.app/)
15:03:21	2753/2753	---M--	200	added ('OK')	image/png	etag:%220953ac3c93ae91988b57cf0bcf52667e-ssl%22	https://saurabhpatil.netlify.app/src/png/jslogo.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/jslogo.png	(from https://saurabhpatil.netlify.app/)
15:03:23	4812/4812	---M--	200	added ('OK')	image/png	etag:%223cf5c15fd16ac78c375c8435454dacf3-ssl%22	https://saurabhpatil.netlify.app/src/png/bootstraplogo.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/bootstraplogo.png	(from https://saurabhpatil.netlify.app/)
15:03:25	9138/9138	---M--	200	added ('OK')	image/png	etag:%227662cfccc266e3478e6bdc8962b664b6-ssl%22	https://saurabhpatil.netlify.app/src/png/AngularLogo.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/AngularLogo.png	(from https://saurabhpatil.netlify.app/)
15:03:26	5027/5027	---M--	200	added ('OK')	image/png	etag:%2224c4e01c4fb980c43f8951eb4773d0f8-ssl%22	https://saurabhpatil.netlify.app/src/png/gitlogo.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/gitlogo.png	(from https://saurabhpatil.netlify.app/)
15:03:27	3344/3344	---M--	200	added ('OK')	image/png	etag:%22133f1336c7fc0cb6c67b646d469531b1-ssl%22	https://saurabhpatil.netlify.app/src/png/clogo.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/clogo.png	(from https://saurabhpatil.netlify.app/)
15:03:27	4528/4528	---M--	200	added ('OK')	image/png	etag:%224ced01748b88e962973657734887efbe-ssl%22	https://saurabhpatil.netlify.app/src/png/PythonLogo.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/PythonLogo.png	(from https://saurabhpatil.netlify.app/)
15:03:28	3234/3234	---M--	200	added ('OK')	image/png	etag:%2218ba9491d9d1a365a48da84b1a807556-ssl%22	https://saurabhpatil.netlify.app/src/png/cpplogo.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/png/cpplogo.png	(from https://saurabhpatil.netlify.app/)
15:03:29	38689/38689	---M--	200	added ('OK')	image/png	etag:%227a815289f04841d628d5039abd6cfab0-ssl%22	https://saurabhpatil.netlify.app/src/webp/htmlCssJsServiece-Image.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/webp/htmlCssJsServiece-Image.png	(from https://saurabhpatil.netlify.app/)
15:03:30	19573/19573	---M--	200	added ('OK')	image/png	etag:%2222571376074b82fff892a38ea9ddb1ea-ssl%22	https://saurabhpatil.netlify.app/src/webp/hrResource-Favicon.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/webp/hrResource-Favicon.png	(from https://saurabhpatil.netlify.app/)
15:03:30	2530/2530	---M-Z	200	added ('OK')	image/svg+xml	etag:%226fe72fa6f640160a000c0960fc0c01e4-ssl-df%22	https://saurabhpatil.netlify.app/src/svg/github.svg	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/svg/github.svg	(from https://saurabhpatil.netlify.app/)
15:03:32	4084/4084	---MCZ	200	added ('OK')	text/html	etag:%22d3ec62805fe283b7c6f196bc9669dc2a-ssl-df%22	https://saurabhpatil.netlify.app/noresponse	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/noresponse.html	(from https://saurabhpatil.netlify.app/)
15:03:33	65187/65187	---M--	200	added ('OK')	image/png	etag:%221fb249f47b0e9c601f239e8789cc0e6f-ssl%22	https://saurabhpatil.netlify.app/src/webp/RecruiterPro-Favicon.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/webp/RecruiterPro-Favicon.png	(from https://saurabhpatil.netlify.app/)
15:03:33	1057722/1057722	---M--	200	added ('OK')	image/png	etag:%223743ed288fcb1fe86dbe86858f1b730b-ssl%22	https://saurabhpatil.netlify.app/src/webp/Hr%20Resource.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/webp/Hr%20Resource.png	(from https://saurabhpatil.netlify.app/)
15:03:35	217371/217371	---M--	200	added ('OK')	image/png	etag:%22a9757f7dc571bf4e42eb58184ccecc3a-ssl%22	https://saurabhpatil.netlify.app/src/webp/PortFolio.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/webp/PortFolio.png	(from https://saurabhpatil.netlify.app/)
15:03:35	2011443/2011443	---M--	200	added ('OK')	image/png	etag:%22a95316f866cdfc19ec741cb864f4ab26-ssl%22	https://saurabhpatil.netlify.app/src/webp/RecruiterPro%20Project.png	C:/My%20Web%20Sites/portfolio/saurabhpatil.netlify.app/src/webp/RecruiterPro%20Project.png	(from https://saurabhpatil.netlify.app/)
